Year,High Frequency
2019 (Pre-Covid),480.3
2019 (Pre-Covid),617.6
2019 (Pre-Covid),605.8
2019 (Pre-Covid),492.1
2019 (Pre-Covid),494.1
2019 (Pre-Covid),610.8
2019 (Pre-Covid),604.2
2019 (Pre-Covid),485.1
2019 (Pre-Covid),476.3
2019 (Pre-Covid),602
2019 (Pre-Covid),610.8
2019 (Pre-Covid),611.7
2019 (Pre-Covid),617.9
2019 (Pre-Covid),490.2
2019 (Pre-Covid),490.2
2019 (Pre-Covid),486.1
2019 (Pre-Covid),615
2019 (Pre-Covid),593.5
2019 (Pre-Covid),604.6
2019 (Pre-Covid),485.4
2019 (Pre-Covid),502.2
2019 (Pre-Covid),616.8
2019 (Pre-Covid),498
2019 (Pre-Covid),481.4
2019 (Pre-Covid),607.8
2019 (Pre-Covid),610.4
2019 (Pre-Covid),498.3
2019 (Pre-Covid),504.3
2019 (Pre-Covid),614.8
2019 (Pre-Covid),488.7
2019 (Pre-Covid),599
2019 (Pre-Covid),383.6
2019 (Pre-Covid),479.4
2019 (Pre-Covid),483.4
2019 (Pre-Covid),490.7
2019 (Pre-Covid),611.8
2019 (Pre-Covid),479.2
2019 (Pre-Covid),368.5
2019 (Pre-Covid),481.9
2019 (Pre-Covid),484
2019 (Pre-Covid),370.5
2019 (Pre-Covid),371.3
2019 (Pre-Covid),375.6
2019 (Pre-Covid),366
2019 (Pre-Covid),368.4
2019 (Pre-Covid),369
2019 (Pre-Covid),459.8
2019 (Pre-Covid),490.2
2019 (Pre-Covid),465.4
2019 (Pre-Covid),477.9
2019 (Pre-Covid),484.6
2019 (Pre-Covid),603.2
2019 (Pre-Covid),478.9
2019 (Pre-Covid),430.6
2019 (Pre-Covid),475.5
2019 (Pre-Covid),495
2019 (Pre-Covid),480.3
2019 (Pre-Covid),615.2
2019 (Pre-Covid),574.4
2019 (Pre-Covid),504.7
2019 (Pre-Covid),482.1
2019 (Pre-Covid),606.1
2019 (Pre-Covid),493
2019 (Pre-Covid),475.9
2019 (Pre-Covid),502.6
2019 (Pre-Covid),603.8
2019 (Pre-Covid),540.3
2019 (Pre-Covid),477.9
2019 (Pre-Covid),602.1
2019 (Pre-Covid),443.4
2019 (Pre-Covid),483.7
2019 (Pre-Covid),479.9
2019 (Pre-Covid),524.8
2019 (Pre-Covid),484.7
2019 (Pre-Covid),488.7
2019 (Pre-Covid),590.6
2019 (Pre-Covid),480.8
2019 (Pre-Covid),600.1
2019 (Pre-Covid),486.5
2019 (Pre-Covid),566.2
2019 (Pre-Covid),596.1
2019 (Pre-Covid),595.8
2019 (Pre-Covid),589.5
2019 (Pre-Covid),464.8
2019 (Pre-Covid),572.6
2019 (Pre-Covid),602.2
2019 (Pre-Covid),597.9
2019 (Pre-Covid),583.1
2019 (Pre-Covid),477.6
2019 (Pre-Covid),578.9
2019 (Pre-Covid),591.3
2019 (Pre-Covid),469.3
2019 (Pre-Covid),487.7
2019 (Pre-Covid),471.4
2019 (Pre-Covid),493.8
2019 (Pre-Covid),465.5
2019 (Pre-Covid),481.9
2019 (Pre-Covid),481.9
2019 (Pre-Covid),481.9
2019 (Pre-Covid),479.9
2019 (Pre-Covid),479.9
2019 (Pre-Covid),481.7
2019 (Pre-Covid),600.1
2019 (Pre-Covid),596.9
2019 (Pre-Covid),599.1
2019 (Pre-Covid),484.1
2019 (Pre-Covid),488.4
2019 (Pre-Covid),484.1
2019 (Pre-Covid),480.3
2019 (Pre-Covid),471.4
2019 (Pre-Covid),569.5
2019 (Pre-Covid),484.9
2019 (Pre-Covid),484.4
2019 (Pre-Covid),495.1
2019 (Pre-Covid),485.7
2019 (Pre-Covid),480.2
2019 (Pre-Covid),487.2
2019 (Pre-Covid),471.6
2019 (Pre-Covid),447.6
2019 (Pre-Covid),472.3
2019 (Pre-Covid),478.9
2019 (Pre-Covid),482.8
2019 (Pre-Covid),486.7
2019 (Pre-Covid),484.7
2019 (Pre-Covid),478.6
2019 (Pre-Covid),478.6
2019 (Pre-Covid),485.7
2019 (Pre-Covid),477.9
2019 (Pre-Covid),477.9
2019 (Pre-Covid),480.6
2019 (Pre-Covid),480.2
2019 (Pre-Covid),480
2019 (Pre-Covid),485.8
2019 (Pre-Covid),481.9
2019 (Pre-Covid),484.1
2019 (Pre-Covid),486.1
2019 (Pre-Covid),598.2
2019 (Pre-Covid),422
2019 (Pre-Covid),467.2
2019 (Pre-Covid),592.5
2019 (Pre-Covid),594.3
2019 (Pre-Covid),590.6
2019 (Pre-Covid),467.7
2019 (Pre-Covid),487.6
2019 (Pre-Covid),586
2019 (Pre-Covid),481
2019 (Pre-Covid),479.1
2019 (Pre-Covid),492
2019 (Pre-Covid),486
2019 (Pre-Covid),475.7
2019 (Pre-Covid),595.7
2019 (Pre-Covid),492.8
2019 (Pre-Covid),482.7
2019 (Pre-Covid),478.7
2019 (Pre-Covid),494.6
2019 (Pre-Covid),486.6
2019 (Pre-Covid),490.6
2019 (Pre-Covid),475.6
2019 (Pre-Covid),491.3
2019 (Pre-Covid),596.2
2019 (Pre-Covid),484.6
2019 (Pre-Covid),493.5
2019 (Pre-Covid),497.2
2019 (Pre-Covid),596.6
2019 (Pre-Covid),495.3
2019 (Pre-Covid),489.8
2019 (Pre-Covid),485.9
2019 (Pre-Covid),597.4
2019 (Pre-Covid),476.4
2019 (Pre-Covid),482.5
2019 (Pre-Covid),488.5
2019 (Pre-Covid),492.4
2019 (Pre-Covid),488.5
2019 (Pre-Covid),488.9
2019 (Pre-Covid),602.1
2019 (Pre-Covid),600
2019 (Pre-Covid),604.1
2019 (Pre-Covid),602.1
2019 (Pre-Covid),486.9
2019 (Pre-Covid),486.9
2019 (Pre-Covid),483.8
2019 (Pre-Covid),478.6
2019 (Pre-Covid),591.3
2019 (Pre-Covid),484.1
2019 (Pre-Covid),483.5
2019 (Pre-Covid),486
2019 (Pre-Covid),484.1
2019 (Pre-Covid),372
2019 (Pre-Covid),488.2
2019 (Pre-Covid),364.9
2019 (Pre-Covid),481.2
2019 (Pre-Covid),474.8
2019 (Pre-Covid),369.7
2019 (Pre-Covid),480.2
2019 (Pre-Covid),482.3
2019 (Pre-Covid),490.7
2019 (Pre-Covid),483.3
2019 (Pre-Covid),492
2019 (Pre-Covid),578.7
2019 (Pre-Covid),481.9
2019 (Pre-Covid),653.1
2019 (Pre-Covid),482.5
2019 (Pre-Covid),592.1
2019 (Pre-Covid),343.9
2019 (Pre-Covid),487.6
2019 (Pre-Covid),463.9
2019 (Pre-Covid),605.3
2019 (Pre-Covid),613
2019 (Pre-Covid),491.2
2019 (Pre-Covid),483.1
2019 (Pre-Covid),601
2019 (Pre-Covid),602.9
2019 (Pre-Covid),578.7
2020 (Covid),626.1
2020 (Covid),628.5
2020 (Covid),516.3
2020 (Covid),619.1
2020 (Covid),612.1
2020 (Covid),390.2
2020 (Covid),385.5
2020 (Covid),514
2020 (Covid),546.7
2020 (Covid),537.3
2020 (Covid),525.7
2020 (Covid),558.4
2020 (Covid),528
2020 (Covid),564.6
2020 (Covid),539.7
2020 (Covid),552.2
2020 (Covid),558.4
2020 (Covid),536.6
2020 (Covid),496
2020 (Covid),521
2020 (Covid),536.6
2020 (Covid),508.5
2020 (Covid),505.4
2020 (Covid),617.7
2020 (Covid),608.3
2020 (Covid),521
2020 (Covid),511.5
2020 (Covid),530.3
2020 (Covid),527.1
2020 (Covid),533.5
2020 (Covid),571.9
2020 (Covid),514.4
2020 (Covid),396.2
2020 (Covid),517.6
2020 (Covid),642.1
2020 (Covid),504.8
2020 (Covid),658.1
2020 (Covid),619.8
2020 (Covid),610.2
2020 (Covid),670.9
2020 (Covid),616.6
2020 (Covid),639
2020 (Covid),626.2
2020 (Covid),548
2020 (Covid),539.8
2020 (Covid),623.9
2020 (Covid),634.8
2020 (Covid),659.2
2020 (Covid),542.5
2020 (Covid),642.9
2020 (Covid),617.8
2020 (Covid),642.4
2020 (Covid),634.2
2020 (Covid),653.3
2020 (Covid),639.7
2020 (Covid),508.5
2020 (Covid),626
2020 (Covid),527.6
2020 (Covid),623.3
2020 (Covid),549.5
2020 (Covid),645.1
2020 (Covid),636.9
2020 (Covid),634.2
2020 (Covid),620.5
2020 (Covid),636.9
2020 (Covid),587.7
2020 (Covid),631.5
2020 (Covid),546.2
2020 (Covid),646.4
2020 (Covid),530.3
2020 (Covid),546.2
2020 (Covid),577.8
2020 (Covid),517.1
2020 (Covid),596.3
2020 (Covid),572.5
2020 (Covid),498.7
2020 (Covid),638.5
2020 (Covid),577.8
2020 (Covid),569.9
2020 (Covid),546.2
2020 (Covid),501.3
2020 (Covid),604.2
2020 (Covid),562
2020 (Covid),543.5
2020 (Covid),670.2
2020 (Covid),562
2020 (Covid),591
2020 (Covid),612.1
2020 (Covid),506.3
2020 (Covid),604.9
2020 (Covid),578.3
2020 (Covid),535.7
2020 (Covid),690.2
2020 (Covid),642.3
2020 (Covid),615.6
2020 (Covid),636.9
2020 (Covid),626.3
2020 (Covid),631.6
2020 (Covid),570.3
2020 (Covid),559.6
2020 (Covid),610.3
2020 (Covid),615.6
2020 (Covid),549
2020 (Covid),527.7
2020 (Covid),546.3
2020 (Covid),551.6
2020 (Covid),530.3
2020 (Covid),503.7
2020 (Covid),634.3
2020 (Covid),533
2020 (Covid),553.3
2020 (Covid),561.4
2020 (Covid),529
2020 (Covid),502
2020 (Covid),529
2020 (Covid),313.1
2020 (Covid),412.9
2020 (Covid),412.9
2020 (Covid),410.2
2020 (Covid),418.3
2020 (Covid),439.9
2020 (Covid),539.8
2020 (Covid),547.9
2020 (Covid),534.4
2020 (Covid),415.6
2020 (Covid),407.5
2020 (Covid),577.6
2020 (Covid),553.3
2020 (Covid),545.2
2020 (Covid),564.1
2020 (Covid),515.5
2020 (Covid),534.4
2020 (Covid),421
2020 (Covid),539.8
2020 (Covid),431.8
2020 (Covid),545.2
2020 (Covid),550.6
2020 (Covid),553.3
2020 (Covid),534.4
2020 (Covid),518.2
2020 (Covid),418.3
2020 (Covid),556
2020 (Covid),545.2
2020 (Covid),566.8
2020 (Covid),496.6
2020 (Covid),550.6
2020 (Covid),518.2
2020 (Covid),612.6
2020 (Covid),558.7
2020 (Covid),572.2
2020 (Covid),534.4
2020 (Covid),556
2020 (Covid),566.8
2020 (Covid),550.6
2020 (Covid),539.8
2020 (Covid),515.5
2020 (Covid),518.2
2020 (Covid),426.4
2020 (Covid),434.5
2020 (Covid),504.7
2020 (Covid),569.5
2020 (Covid),504.7
2020 (Covid),429.1
2020 (Covid),437.2
2020 (Covid),453.4
2020 (Covid),426.4
2020 (Covid),537.1
2020 (Covid),561.4
2020 (Covid),520.9
2020 (Covid),442.6
2020 (Covid),588.4
2020 (Covid),531.7
2020 (Covid),542.5
2020 (Covid),564.1
2020 (Covid),561.4
2020 (Covid),542.5
2020 (Covid),556
2020 (Covid),547.9
2020 (Covid),512.9
2020 (Covid),416.2
2020 (Covid),526.3
2020 (Covid),448.4
2020 (Covid),523.6
2020 (Covid),555.8
2020 (Covid),456.5
2020 (Covid),394.7
2020 (Covid),504.8
2020 (Covid),512.9
2020 (Covid),510.2
2020 (Covid),472.6
2020 (Covid),416.2
2020 (Covid),512.9
2020 (Covid),547.8
2020 (Covid),472.6
2020 (Covid),408.2
2020 (Covid),547.7
2020 (Covid),565.1
2020 (Covid),420.2
2020 (Covid),408.6
2020 (Covid),614.4
2020 (Covid),405.7
2020 (Covid),588.3
2020 (Covid),521.6
2020 (Covid),536.1
2020 (Covid),521.6
2020 (Covid),640.5
2020 (Covid),547.7
2020 (Covid),646.2
2020 (Covid),559.3
2020 (Covid),530.3
2020 (Covid),524.5
2020 (Covid),521.6
2020 (Covid),521.6
2020 (Covid),623.1
2020 (Covid),504.2
2020 (Covid),553.5
2020 (Covid),527.4
2020 (Covid),650.5
2020 (Covid),656.2
2020 (Covid),492.1
2020 (Covid),511.9
2020 (Covid),545.9
2020 (Covid),619.4
2020 (Covid),531.7
2020 (Covid),531.7
2020 (Covid),625.7
2020 (Covid),644.5
2020 (Covid),620.3
2020 (Covid),652.5
2020 (Covid),639.1
2020 (Covid),625.7
2020 (Covid),518.2
2020 (Covid),641.8
2020 (Covid),606.9
2020 (Covid),628.3
2020 (Covid),636.4
2020 (Covid),623
2020 (Covid),652.5
2020 (Covid),633.7
2020 (Covid),625.7
2020 (Covid),628.3
2020 (Covid),520.9
2020 (Covid),510.2
2020 (Covid),609.5
2020 (Covid),633.7
2020 (Covid),636.4
2020 (Covid),639.1
2020 (Covid),510.2
2020 (Covid),636.4
2020 (Covid),542.4
2020 (Covid),641.8
2020 (Covid),554.7
2020 (Covid),521.3
2020 (Covid),523.9
2020 (Covid),516.2
2020 (Covid),557.3
2020 (Covid),526.5
2020 (Covid),536.8
2020 (Covid),503.4
2020 (Covid),526.5
2020 (Covid),613.8
2020 (Covid),500.8
2020 (Covid),518.8
2020 (Covid),531.6
2020 (Covid),534.2
2020 (Covid),644.1
2020 (Covid),614.5
2020 (Covid),620.4
2020 (Covid),644.1
2020 (Covid),644.1
2020 (Covid),623.4
2020 (Covid),525.9
2020 (Covid),626.4
2020 (Covid),626.4
2020 (Covid),543.6
2020 (Covid),517
2020 (Covid),528.9
2020 (Covid),528.9
2020 (Covid),540.4
2020 (Covid),534.7
2020 (Covid),549.1
2020 (Covid),557.8
2020 (Covid),401.7
2020 (Covid),566.5
2020 (Covid),531.8
2020 (Covid),518.8
2020 (Covid),524.6
2020 (Covid),524.6
2020 (Covid),524.6
2020 (Covid),533.2
2020 (Covid),533.2
2020 (Covid),539
2020 (Covid),518.8
2020 (Covid),521.7
2020 (Covid),501.5
2020 (Covid),590.9
2020 (Covid),527.4
2020 (Covid),530.3
2020 (Covid),541.9
2020 (Covid),533.2
2020 (Covid),513
2020 (Covid),521.7
2020 (Covid),495.7
2020 (Covid),533.2
2020 (Covid),530.3
2020 (Covid),533.2
2020 (Covid),510
2020 (Covid),530.3
2020 (Covid),512.9
2020 (Covid),524.5
2020 (Covid),556.4
2020 (Covid),544.8
2020 (Covid),579.9
2020 (Covid),539.1
2020 (Covid),629.4
2020 (Covid),632.3
2020 (Covid),641.1
2020 (Covid),521.6
2020 (Covid),518.7
2020 (Covid),524.5
2020 (Covid),530.3
2020 (Covid),527.4
2020 (Covid),507
2020 (Covid),518.7
2020 (Covid),515.8
2020 (Covid),530.3
2020 (Covid),527.4
2020 (Covid),518.7
2020 (Covid),536.2
2020 (Covid),527.4
2020 (Covid),527.4
2020 (Covid),626.5
2020 (Covid),644
2020 (Covid),524.5
2020 (Covid),521.6
2020 (Covid),644
2020 (Covid),652.7
2020 (Covid),515.8
2020 (Covid),614.8
2020 (Covid),620.7
2020 (Covid),617.7
2020 (Covid),629.4
2020 (Covid),629.4
2020 (Covid),620.7
2020 (Covid),489.5
2020 (Covid),507
2020 (Covid),617.7
2020 (Covid),614.8
2020 (Covid),618.5
2020 (Covid),618.5
2020 (Covid),648.3
2020 (Covid),634.1
2020 (Covid),747.9
2020 (Covid),736.5
2020 (Covid),637
2020 (Covid),637
2020 (Covid),656.9
2020 (Covid),642.7
2020 (Covid),634.1
2020 (Covid),614.2
2020 (Covid),631.3
2020 (Covid),656.9
2020 (Covid),611.4
2020 (Covid),639.8
2020 (Covid),659.7
2020 (Covid),642.7
2020 (Covid),623.4
2020 (Covid),632.3
2020 (Covid),620.4
2020 (Covid),623.4
2020 (Covid),632.3
2020 (Covid),611.6
2020 (Covid),602.7
2020 (Covid),613.8
2020 (Covid),613.8
2020 (Covid),605.7
2020 (Covid),632.6
2020 (Covid),616.5
2020 (Covid),605.7
2020 (Covid),533
2020 (Covid),616.5
2020 (Covid),621.9
2020 (Covid),524.9
2020 (Covid),654.2
2020 (Covid),603
2020 (Covid),573.4
2020 (Covid),552.2
2020 (Covid),552.2
2020 (Covid),537.6
2020 (Covid),555.2
2020 (Covid),517.2
2020 (Covid),546.4
2020 (Covid),528.9
2020 (Covid),555.2
2020 (Covid),537.6
2020 (Covid),523
2020 (Covid),540.6
2020 (Covid),531.8
2020 (Covid),642.8
2020 (Covid),572.7
2020 (Covid),593.2
2020 (Covid),523
2020 (Covid),520.1
2020 (Covid),555.2
2020 (Covid),525.9
2020 (Covid),537.6
2020 (Covid),523
2020 (Covid),528.9
2020 (Covid),534.7
2020 (Covid),523
2020 (Covid),485
2020 (Covid),493.1
2020 (Covid),518.9
2020 (Covid),504.5
2020 (Covid),521.7
2020 (Covid),531.8
2020 (Covid),503
2020 (Covid),518.6
2020 (Covid),521.5
2020 (Covid),421.9
2020 (Covid),498.1
2020 (Covid),407.3
2020 (Covid),521.5
2020 (Covid),518.6
2020 (Covid),524.5
2020 (Covid),518.6
2020 (Covid),547.9
2020 (Covid),630
2020 (Covid),550.8
2020 (Covid),530.3
2020 (Covid),562.6
2020 (Covid),638.7
2020 (Covid),527.4
2020 (Covid),638.7
2020 (Covid),621.2
2020 (Covid),632.9
2020 (Covid),714.9
2020 (Covid),638.7
2020 (Covid),524.5
2020 (Covid),524.5
2020 (Covid),641.7
2020 (Covid),650.5
2020 (Covid),618.5
2020 (Covid),633.4
2020 (Covid),648.3
2020 (Covid),642.4
2020 (Covid),642.4
2020 (Covid),621.5
2020 (Covid),603.5
2020 (Covid),630.2
2020 (Covid),636.4
2020 (Covid),633.3
2020 (Covid),655.1
2020 (Covid),733.1
2020 (Covid),748.7
2020 (Covid),639.5
2020 (Covid),711.3
2020 (Covid),623.9
2020 (Covid),636.4
2020 (Covid),764.3
2020 (Covid),633.3
2020 (Covid),652
2020 (Covid),648.9
2020 (Covid),633.3
2020 (Covid),642.6
2020 (Covid),870.4
2020 (Covid),904.7
2020 (Covid),645.8
2020 (Covid),630.2
2020 (Covid),642.6
2020 (Covid),651.8
2020 (Covid),633.3
2020 (Covid),510.3
